Name,Start Address,End Address,Offset
/MEM/MEM,0x0,0x1ffffff,0x0
/MEM_1/MEM,0x8000000,0x9ffffff,0x0
/YOLOv5_HW_1/Ssocket,0x10000000,0x1000000b,0x0
/UARTs/UART_0/apbBusTrgtPort,0x40000000,0x40000fff,0x0
/UARTs/UART_1/apbBusTrgtPort,0x40001000,0x40001fff,0x0
/UARTs/UART_2/apbBusTrgtPort,0x40002000,0x40002fff,0x0
/UARTs/UART_3/apbBusTrgtPort,0x40003000,0x40003fff,0x0
/ARM0/AXIS,0x50000000,0x50ffffff,0x0
